location,wind,solar,battery,operational_emissions_total_g,embodied_emissions_initial_g,embodied_emissions_g,coverage_pct,total_battery_discharge_kwh,total_excess_renewable_kwh,total_grid_draw_kwh
houston,18000,0,0,2199213306.0956736,6282000000,374381042.17075086,62.46820398863772,0.0,21747043.197624695,5678523.31767279
houston,12000,24000,0,1393793652.8904088,14076000000,856471450.8322321,76.3955021326732,0.0,41229295.272154294,3571336.993864997
houston,18000,8000,0,1326516817.3662655,9578000000,576161723.6673659,77.49390605637583,0.0,30093705.323501933,3405149.5753071317
houston,6000,40000,0,1810092668.7323208,18574000000,1134607334.7339065,69.37728518998973,0.0,53079450.79865473,4633186.220196965
houston,9000,8000,0,1772093235.6710536,6437000000,390214345.23787034,69.82701321006076,0.0,15758083.698205,4565142.819134813
houston,12000,28000,0,1377390704.3889275,15724000000,957358925.4417235,76.68455579324072,0.0,46495428.826204285,3527603.463204903
houston,18000,4000,0,1494782795.1028447,7930000000,475272993.0699553,74.58499637256234,0.0,25223887.269170027,3845264.710312619
houston,9000,4000,0,1984642637.1548827,4789000000,289325614.6404598,66.09425418815124,0.0,11012913.227356996,5129905.537624212
houston,9000,0,0,2868672060.5807796,3141000000,188433663.74125534,50.78546325329684,0.0,8019015.354174914,7446110.343347636
houston,6000,20000,0,1904803248.682862,10334000000,630169962.8983867,67.67659519097688,0.0,26787428.14016928,4890498.921475735
houston,0,36000,0,3254749572.7296777,14832000000,907994664.5697688,43.67831113285213,0.0,41180707.94455645,8521415.373407347
houston,0,0,0,5683696586.459425,0,0.0,0.0,0.0,0.0,15129900.300943999
houston,3000,0,0,4154292202.3487616,1047000000,63665273.41332836,28.114092504046916,0.0,1051805.2847332272,10876266.13456653
houston,0,28000,0,3313214283.3095655,11536000000,706219733.1448073,42.591485464628356,0.0,30725410.351711053,8685851.013454674
houston,6000,28000,0,1854041230.7743206,13630000000,831945101.1014814,68.58604798233405,0.0,37269572.95550513,4752899.620859244
houston,9000,36000,0,1533171040.4989898,17973000000,1096428328.3110242,74.06006119204507,0.0,52286784.76268984,3924686.8797694617
houston,12000,4000,0,1760090177.803826,5836000000,352031143.1961206,69.9833504132296,0.0,15649957.558866585,4541489.156162079
houston,0,24000,0,3352665292.2766013,9888000000,605332258.535316,41.86169693863675,0.0,25525959.543391243,8796267.289844932
houston,6000,24000,0,1876062468.7805243,11982000000,731057626.4919901,68.19091915966273,0.0,32019488.46772553,4812682.217789708
houston,0,4000,0,4158888081.0883265,1648000000,100891950.89920445,27.13000792214012,0.0,1205359.528647489,11025157.15068599
houston,0,40000,0,3232224287.8331933,16480000000,1008881966.7772324,44.097578335455765,0.0,46427131.24572712,8457980.663658861
houston,6000,16000,0,1943960778.9548862,8686000000,529282184.63144386,66.9767173473501,0.0,21583435.893457197,4996389.741444864
